Name_of_pre.generated_SBGN_file	pathway.database	PATHWAY_URI	sub.database	pathway.id	DISPLAY_NAME
http___identifiers.org_smpdb_SMP00099.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00099	smpdb	SMP00099	Lovastatin Action Pathway
http___identifiers.org_smpdb_SMP00100.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00100	smpdb	SMP00100	Hydrochlorothiazide Action Pathway
http___identifiers.org_smpdb_SMP00101.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00101	smpdb	SMP00101	Suprofen Action Pathway
http___identifiers.org_smpdb_SMP00102.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00102	smpdb	SMP00102	Bromfenac Action Pathway
http___identifiers.org_smpdb_SMP00103.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00103	smpdb	SMP00103	Cyclothiazide Action Pathway
http___identifiers.org_smpdb_SMP00104.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00104	smpdb	SMP00104	Indomethacin Action Pathway
http___identifiers.org_smpdb_SMP00105.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00105	smpdb	SMP00105	Metolazone Action Pathway
http___identifiers.org_smpdb_SMP00106.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00106	smpdb	SMP00106	Meloxicam Action Pathway
http___identifiers.org_smpdb_SMP00107.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00107	smpdb	SMP00107	Zoledronate Action Pathway
http___identifiers.org_smpdb_SMP00108.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00108	smpdb	SMP00108	Hydroflumethiazide Action Pathway
http___identifiers.org_smpdb_SMP00109.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00109	smpdb	SMP00109	Mefenamic Acid Action Pathway
http___identifiers.org_smpdb_SMP00110.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00110	smpdb	SMP00110	Indapamide Action Pathway
http___identifiers.org_smpdb_SMP00111.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00111	smpdb	SMP00111	Cerivastatin Action Pathway
http___identifiers.org_smpdb_SMP00112.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00112	smpdb	SMP00112	Risedronate Action Pathway
http___identifiers.org_smpdb_SMP00113.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00113	smpdb	SMP00113	Oxaprozin Action Pathway
http___identifiers.org_smpdb_SMP00114.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00114	smpdb	SMP00114	Nabumetone Action Pathway
http___identifiers.org_smpdb_SMP00115.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00115	smpdb	SMP00115	Furosemide Action Pathway
http___identifiers.org_smpdb_SMP00116.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00116	smpdb	SMP00116	Valdecoxib Action Pathway
http___identifiers.org_smpdb_SMP00117.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00117	smpdb	SMP00117	Pamidronate Action Pathway
http___identifiers.org_smpdb_SMP00118.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00118	smpdb	SMP00118	Torsemide Action Pathway
http___identifiers.org_smpdb_SMP00119.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00119	smpdb	SMP00119	Fluvastatin Action Pathway
http___identifiers.org_smpdb_SMP00120.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00120	smpdb	SMP00120	Naproxen Action Pathway
http___identifiers.org_smpdb_SMP00121.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00121	smpdb	SMP00121	Trichlormethiazide Action Pathway
http___identifiers.org_smpdb_SMP00122.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00122	smpdb	SMP00122	Chlorthalidone Action Pathway
http___identifiers.org_smpdb_SMP00123.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00123	smpdb	SMP00123	Betaine Metabolism
http___identifiers.org_smpdb_SMP00124.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00124	smpdb	SMP00124	Glycerol Phosphate Shuttle
http___identifiers.org_smpdb_SMP00126.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00126	smpdb	SMP00126	Phenylacetate Metabolism
http___identifiers.org_smpdb_SMP00127.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00127	smpdb	SMP00127	Glucose-Alanine Cycle
http___identifiers.org_smpdb_SMP00128.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00128	smpdb	SMP00128	Gluconeogenesis
http___identifiers.org_smpdb_SMP00129.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00129	smpdb	SMP00129	Malate-Aspartate Shuttle
http___identifiers.org_smpdb_SMP00130.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00130	smpdb	SMP00130	Steroidogenesis
http___identifiers.org_smpdb_SMP00131.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00131	smpdb	SMP00131	Atorvastatin Action Pathway
http___identifiers.org_smpdb_SMP00132.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00132	smpdb	SMP00132	Triamterene Action Pathway
http___identifiers.org_smpdb_SMP00133.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00133	smpdb	SMP00133	Amiloride Action Pathway
http___identifiers.org_smpdb_SMP00134.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00134	smpdb	SMP00134	Spironolactone Action Pathway
http___identifiers.org_smpdb_SMP00135.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00135	smpdb	SMP00135	Eplerenone Action Pathway
http___identifiers.org_smpdb_SMP00136.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00136	smpdb	SMP00136	2-Hydroxyglutric Aciduria (D And L Form)
http___identifiers.org_smpdb_SMP00137.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00137	smpdb	SMP00137	2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency
http___identifiers.org_smpdb_SMP00138.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00138	smpdb	SMP00138	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency
http___identifiers.org_smpdb_SMP00139.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00139	smpdb	SMP00139	3-Methylglutaconic Aciduria Type I
http___identifiers.org_smpdb_SMP00140.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00140	smpdb	SMP00140	3-Methylglutaconic Aciduria Type III
http___identifiers.org_smpdb_SMP00141.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00141	smpdb	SMP00141	3-Methylglutaconic Aciduria Type IV
http___identifiers.org_smpdb_SMP00143.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00143	smpdb	SMP00143	5-Oxoprolinuria
http___identifiers.org_smpdb_SMP00144.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00144	smpdb	SMP00144	Adenosine Deaminase Deficiency
http___identifiers.org_smpdb_SMP00145.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00145	smpdb	SMP00145	Benazepril Action Pathway
http___identifiers.org_smpdb_SMP00146.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00146	smpdb	SMP00146	Captopril Action Pathway
http___identifiers.org_smpdb_SMP00147.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00147	smpdb	SMP00147	Cilazapril Action Pathway
http___identifiers.org_smpdb_SMP00148.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00148	smpdb	SMP00148	Enalapril Action Pathway
http___identifiers.org_smpdb_SMP00149.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00149	smpdb	SMP00149	Fosinopril Action Pathway
http___identifiers.org_smpdb_SMP00150.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00150	smpdb	SMP00150	Lisinopril Action Pathway
http___identifiers.org_smpdb_SMP00151.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00151	smpdb	SMP00151	Moexipril Action Pathway
http___identifiers.org_smpdb_SMP00152.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00152	smpdb	SMP00152	Perindopril Action Pathway
http___identifiers.org_smpdb_SMP00153.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00153	smpdb	SMP00153	Quinapril Action Pathway
http___identifiers.org_smpdb_SMP00154.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00154	smpdb	SMP00154	Ramipril Action Pathway
http___identifiers.org_smpdb_SMP00155.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00155	smpdb	SMP00155	Rescinnamine Action Pathway
http___identifiers.org_smpdb_SMP00156.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00156	smpdb	SMP00156	Spirapril Action Pathway
http___identifiers.org_smpdb_SMP00157.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00157	smpdb	SMP00157	Trandolapril Action Pathway
http___identifiers.org_smpdb_SMP00158.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00158	smpdb	SMP00158	Candesartan Action Pathway
http___identifiers.org_smpdb_SMP00159.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00159	smpdb	SMP00159	Eprosartan Action Pathway
http___identifiers.org_smpdb_SMP00160.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00160	smpdb	SMP00160	Forasartan Action Pathway
http___identifiers.org_smpdb_SMP00161.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00161	smpdb	SMP00161	Irbesartan Action Pathway
http___identifiers.org_smpdb_SMP00162.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00162	smpdb	SMP00162	Losartan Action Pathway
http___identifiers.org_smpdb_SMP00163.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00163	smpdb	SMP00163	Olmesartan Action Pathway
http___identifiers.org_smpdb_SMP00164.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00164	smpdb	SMP00164	Telmisartan Action Pathway
http___identifiers.org_smpdb_SMP00165.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00165	smpdb	SMP00165	Valsartan Action Pathway
http___identifiers.org_smpdb_SMP00167.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00167	smpdb	SMP00167	Adenylosuccinate Lyase Deficiency
http___identifiers.org_smpdb_SMP00168.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00168	smpdb	SMP00168	AICA-Ribosiduria
http___identifiers.org_smpdb_SMP00169.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00169	smpdb	SMP00169	Alkaptonuria
http___identifiers.org_smpdb_SMP00170.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00170	smpdb	SMP00170	Aromatic L-Aminoacid Decarboxylase Deficiency
http___identifiers.org_smpdb_SMP00172.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00172	smpdb	SMP00172	Beta Ureidopropionase Deficiency
http___identifiers.org_smpdb_SMP00173.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00173	smpdb	SMP00173	Beta-Ketothiolase Deficiency
http___identifiers.org_smpdb_SMP00174.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00174	smpdb	SMP00174	Biotinidase Deficiency
http___identifiers.org_smpdb_SMP00175.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00175	smpdb	SMP00175	Canavan Disease
http___identifiers.org_smpdb_SMP00177.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00177	smpdb	SMP00177	Cystathionine Beta-Synthase Deficiency
http___identifiers.org_smpdb_SMP00178.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00178	smpdb	SMP00178	Dihydropyrimidinase Deficiency
http___identifiers.org_smpdb_SMP00179.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00179	smpdb	SMP00179	Dihydropyrimidine Dehydrogenase Deficiency (DHPD)
http___identifiers.org_smpdb_SMP00181.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00181	smpdb	SMP00181	Ethylmalonic Encephalopathy
http___identifiers.org_smpdb_SMP00182.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00182	smpdb	SMP00182	Galactosemia
http___identifiers.org_smpdb_SMP00183.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00183	smpdb	SMP00183	Gamma-Glutamyltransferase Deficiency
http___identifiers.org_smpdb_SMP00184.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00184	smpdb	SMP00184	Glucose Transporter Defect (SGLT2)
http___identifiers.org_smpdb_SMP00185.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00185	smpdb	SMP00185	Glutaric Aciduria Type I
http___identifiers.org_smpdb_SMP00186.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00186	smpdb	SMP00186	Glutaric Aciduria Type I
http___identifiers.org_smpdb_SMP00187.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00187	smpdb	SMP00187	Glycerol Kinase Deficiency
http___identifiers.org_smpdb_SMP00188.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00188	smpdb	SMP00188	Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)
http___identifiers.org_smpdb_SMP00189.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00189	smpdb	SMP00189	Hartnup Disorder
http___identifiers.org_smpdb_SMP00190.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00190	smpdb	SMP00190	Hawkinsinuria
http___identifiers.org_smpdb_SMP00191.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00191	smpdb	SMP00191	Histidinemia
http___identifiers.org_smpdb_SMP00192.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00192	smpdb	SMP00192	Hypoacetylaspartia
http___identifiers.org_smpdb_SMP00193.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00193	smpdb	SMP00193	Iminoglycinuria
http___identifiers.org_smpdb_SMP00196.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00196	smpdb	SMP00196	Leigh Syndrome
http___identifiers.org_smpdb_SMP00197.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00197	smpdb	SMP00197	Lysinuric Protein Intolerance
http___identifiers.org_smpdb_SMP00198.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00198	smpdb	SMP00198	Malonic Aciduria
http___identifiers.org_smpdb_SMP00199.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00199	smpdb	SMP00199	Maple Syrup Urine Disease
http___identifiers.org_smpdb_SMP00200.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00200	smpdb	SMP00200	Methylmalonic Aciduria
http___identifiers.org_smpdb_SMP00201.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00201	smpdb	SMP00201	Methylmalonic Aciduria Due to Cobalamin-Related Disorders
http___identifiers.org_smpdb_SMP00202.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00202	smpdb	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)
http___identifiers.org_smpdb_SMP00203.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00203	smpdb	SMP00203	Molybdenum Cofactor Deficiency
http___identifiers.org_smpdb_SMP00205.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00205	smpdb	SMP00205	Ornithine Transcarbamylase Deficiency (OTC Deficiency)
http___identifiers.org_smpdb_SMP00206.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00206	smpdb	SMP00206	Phenylketonuria
http___identifiers.org_smpdb_SMP00207.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00207	smpdb	SMP00207	Prolidase Deficiency (PD)
http___identifiers.org_smpdb_SMP00208.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00208	smpdb	SMP00208	Prolinemia Type II
http___identifiers.org_smpdb_SMP00209.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00209	smpdb	SMP00209	Hypercholesterolemia
http___identifiers.org_smpdb_SMP00210.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00210	smpdb	SMP00210	Purine Nucleoside Phosphorylase Deficiency
http___identifiers.org_smpdb_SMP00212.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00212	smpdb	SMP00212	Pyruvate Dehydrogenase Complex Deficiency
http___identifiers.org_smpdb_SMP00214.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00214	smpdb	SMP00214	S-Adenosylhomocysteine (SAH) Hydrolase Deficiency
http___identifiers.org_smpdb_SMP00216.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00216	smpdb	SMP00216	Sialuria or French Type Sialuria
http___identifiers.org_smpdb_SMP00217.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00217	smpdb	SMP00217	Sialuria or French Type Sialuria
http___identifiers.org_smpdb_SMP00218.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00218	smpdb	SMP00218	Tyrosinemia Type I
http___identifiers.org_smpdb_SMP00219.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00219	smpdb	SMP00219	UMP Synthase Deficiency (Orotic Aciduria)
http___identifiers.org_smpdb_SMP00220.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00220	smpdb	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)
http___identifiers.org_smpdb_SMP00221.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00221	smpdb	SMP00221	Methionine Adenosyltransferase Deficiency
http___identifiers.org_smpdb_SMP00222.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00222	smpdb	SMP00222	Glycine N-methyltransferase Deficiency
http___identifiers.org_smpdb_SMP00223.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00223	smpdb	SMP00223	Non Ketotic Hyperglycinemia
http___identifiers.org_smpdb_SMP00225.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00225	smpdb	SMP00225	Esomeprazole Action Pathway
http___identifiers.org_smpdb_SMP00226.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00226	smpdb	SMP00226	Omeprazole Action Pathway
http___identifiers.org_smpdb_SMP00227.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00227	smpdb	SMP00227	Lansoprazole Action Pathway
http___identifiers.org_smpdb_SMP00228.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00228	smpdb	SMP00228	Pantoprazole Action Pathway
http___identifiers.org_smpdb_SMP00229.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00229	smpdb	SMP00229	Rabeprazole Action Pathway
http___identifiers.org_smpdb_SMP00230.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00230	smpdb	SMP00230	Ranitidine Action Pathway
http___identifiers.org_smpdb_SMP00231.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00231	smpdb	SMP00231	Famotidine Action Pathway
http___identifiers.org_smpdb_SMP00232.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00232	smpdb	SMP00232	Cimetidine Action Pathway
http___identifiers.org_smpdb_SMP00233.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00233	smpdb	SMP00233	Nizatidine Action Pathway
http___identifiers.org_smpdb_SMP00235.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00235	smpdb	SMP00235	Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency)
http___identifiers.org_smpdb_SMP00236.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00236	smpdb	SMP00236	Propionic Acidemia
http___identifiers.org_smpdb_SMP00237.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00237	smpdb	SMP00237	3-Methylcrotonyl Coa Carboxylase Deficiency Type I
http___identifiers.org_smpdb_SMP00238.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00238	smpdb	SMP00238	Isovaleric Aciduria
http___identifiers.org_smpdb_SMP00239.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00239	smpdb	SMP00239	Saccharopinuria/Hyperlysinemia II
http___identifiers.org_smpdb_SMP00240.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00240	smpdb	SMP00240	Salla Disease/Infantile Sialic Acid Storage Disease
http___identifiers.org_smpdb_SMP00242.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00242	smpdb	SMP00242	Dimethylglycine Dehydrogenase Deficiency
http___identifiers.org_smpdb_SMP00243.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00243	smpdb	SMP00243	4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency
http___identifiers.org_smpdb_SMP00244.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00244	smpdb	SMP00244	Sarcosinemia
http___identifiers.org_smpdb_SMP00245.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00245	smpdb	SMP00245	Glucose Transporter Defect (SGLT2)
http___identifiers.org_smpdb_SMP00246.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00246	smpdb	SMP00246	Pirenzepine Action Pathway
http___identifiers.org_smpdb_SMP00247.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00247	smpdb	SMP00247	Azithromycin Action Pathway
http___identifiers.org_smpdb_SMP00248.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00248	smpdb	SMP00248	Clarithromycin Action Pathway
http___identifiers.org_smpdb_SMP00249.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00249	smpdb	SMP00249	Clindamycin Action Pathway
http___identifiers.org_smpdb_SMP00250.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00250	smpdb	SMP00250	Erythromycin Action Pathway
http___identifiers.org_smpdb_SMP00251.sbgn	pathwayCommons	http://identifiers.org/smpdb/SMP00251	smpdb	SMP00251	Roxithromycin Action Pathway
